ID,Type,UGS,Nom,Parent,Poids (g),Tarif régulier,Nom de l’attribut 1,Valeur(s) de l’attribut 1,Attribut 1 visible,Attribut 1 global,Attribut 1 par défaut,Nom de l’attribut 2,Valeur(s) de l’attribut 2,Attribut 2 visible,Attribut 2 global,Attribut 2 par défaut,Nom de l’attribut 3,Valeur(s) de l’attribut 3,Attribut 3 visible,Attribut 3 global,Attribut 3 par défaut
23949,variable,BRSGA16NB,Photo de Serge Gainsbourg et Jane Birkin dans le jardin des Tuileries en 1969,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
23968,variable,BRSGA17,Photo de Serge Gainsbourg et Jane Birkin en 1970,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
23987,variable,BRSGA18,Photo de Serge Gainsbourg et Jane Birkin en 1968,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24006,variable,BRSGA19,Photo de Serge Gainsbourg et Jane Birkin en 1969,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24025,variable,BRRS118,"Photo couleur d'Alain Delon et de Romy Schneider dans ""La Piscine"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24043,variable,BRSGA20,"Photo de Serge Gainsbourg, Jane Birkin et Georges Brassens en 1972",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24063,variable,BRRS118NB,"Photo noir et blanc d'Alain Delon et de Romy Schneider dans ""La Piscine"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24081,variable,BRSGA22,"Photo de Serge Gainsbourg dans le film ""Le Pacha"" en 1967",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24101,variable,BRSGA22NB,"Photo de Serge Gainsbourg dans le film ""Le Pacha"" en 1967",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24120,variable,BRMIS100,"Photo de Michel Serrault et Jean Poiret au Théâtre du Palais Royal dans ""La Cage aux Folles"" en 1973",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24141,variable,BRSTSP100,"Photo couleur de Steven Spielberg assis sur la maquette du requin blanc du film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24160,variable,BRSTSP100NB,"Photo noir et blanc de Steven Spielberg assis sur la maquette du requin blanc du film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24179,variable,BRSTSP101,"Photo de Roy Scheider face au requin dans le film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24198,variable,BRSTSP101NB,"Photo noir et blanc de Roy Scheider face au requin dans le film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24217,variable,BRSTSP102,"Photo de Robert Shaw, Roy Scheider et Richard Dreyfuss dans le film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24236,variable,BRSTSP102NB,"Photo noir et blanc de Robert Shaw, Roy Scheider et Richard Dreyfuss dans le film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24255,variable,BRSTSP103,"Photo de Robert Shaw, Roy Scheider et Richard Dreyfuss dans la gueule du requin pendant le tournage du film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24274,variable,BRSTSP103NB,"Photo noir et blanc de Robert Shaw, Roy Scheider et Richard Dreyfuss dans la gueule du requin pendant le tournage du film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24293,variable,BRSTSP104,"Photo couleur du T-Rex tirée du film ""Jurassic Park"" en 1993",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24312,variable,BRSTSP104NB,"Photo noir et blanc du T-Rex tirée du film ""Jurassic Park"" en 1993",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24330,variable,BRSGA23,Photo de Serge Gainsbourg et Jane Birkin en 1977,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24350,variable,BRSGA23NB,Photo de Serge Gainsbourg et Jane Birkin en 1977,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24369,variable,BRSGA13,Photo de Serge Gainsbourg et Jane Birkin pendant le festival de Cannes en 1969,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24387,variable,BRSTSP105,"Photo couleur d'Henry Thomas et E.T dans le film ""E.T. l'Extraterrestre"" en 1982",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24407,variable,BRJHA100,Photo de Johnny Hallyday à Paris jouant du piano en 1980,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24425,variable,BRSTSP105NB,"Photo noir et blanc d'Henry Thomas et E.T dans le film ""E.T. l'Extraterrestre"" en 1982",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24445,variable,BRJHA101,Photo de Johnny Hallyday et Eddy Mitchell en 1966,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24464,variable,STSP05,"Photo noir et blanc de Steven Spielberg dans la gueule du requin blanc dans le film ""Les Dents de la Mer"" en 1975",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24483,variable,BRJHA106,Photo de Johnny Hallyday perché dans un arbre en 1963,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24503,variable,BRLV100,"Photo de Lino Ventura, Jean-Paul Belmondo et Bernard Blier pendant le tournage du film ""Cent mille dollars au soleil"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24522,variable,BRLV101NB,"Photo noir et blanc de Lino Ventura et Brigitte Bardot dans le film ""Boulevard du Rhum"" en 1971",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24543,variable,BRLV101,"Photo couleur de Lino Ventura et Brigitte Bardot dans le film ""Boulevard du Rhum"" en 1971",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24561,variable,BRLV102,"Photo noir et blanc de Lino Ventura, Jean-Paul Belmondo et Bernard Blier pendant le tournage du film ""Cent mille dollars au soleil"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24580,variable,BRLV103,"Photo noir et blanc de Lino Ventura sur le tournage du film ""Les Tontons Flingueurs"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24599,variable,BRLV104,Photo noir et blanc de Lino Ventura à l'aéroport du Bourget en partance pour Moscou en 1967,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24618,variable,BRLV105,"Photo noir et blanc de Lino Ventura et Jean-Paul Belmondo à l'aéroport d'Orly avant d'embraquer pour le tournage du film ""Cent Mille Dollars au Soleil"" au Maroc en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24637,variable,BRLV106,"Photo noir et blanc de Lino Ventura, Georges Lautner et Mireille Darc sur le tournage du film ""Ne Nous Fâchons Pas"" en 1965",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24656,variable,BRLV107,"Photo de Lino Ventura et Jean Gabin pendant le tournage du film ""Touchez Pas Au Grisbi"" en 1953",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24675,variable,BRMSTR100,"Photo couleur de Meryl Streep et Robert Redford dans le film ""Out of Africa"" en 1985",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24694,variable,BRMSTR100NB,"Photo noir et blanc de Meryl Streep et Robert Redford dans le film ""Out of Africa"" en 1985",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24713,variable,BRMSTR100-1,"Photo couleur de R2-D2 et C-3PO dans le film ""Star Wars -Episode IV : Un Nouvel Espoir"" en 1977",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24733,variable,FRAS01,"Photo couleur de Fred Astaire et Marjorie Reynolds dans le film ""L'Amour Chante et Danse"" en 1942",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24752,variable,FRAS08,"Photo de Fred Astaire et Cyd Charisse dans le film ""Tous en Scène"" en 1953",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24771,variable,FRAS09,"Photo noir et blanc de Fred Astaire et Cyd Charisse tirée du film ""Tous en Scène"" en 1953",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24790,variable,FRAS10,"Photo noir et blanc de Fred Astaire et Ginger Rogers tirée du film ""En suivant la Flotte"" en 1936",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24809,variable,FRAS11,"Photo noir et blanc de Fred Astaire tirée du film ""L'Amour vient en Dansant"" en 1941",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24828,variable,FRAS12,"Photo noir et blanc de Fred Astaire dans le film ""L'Amour vient en Dansant"" en 1941",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24847,variable,LABA01,"Photo d'Humphrey Bogart et Lauren Bacall dans le film ""Les Passagers de la Nuit"" en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24866,variable,LABA03,"Photo de Lauren Bacall et Gary Cooper dans le film ""Le Roi du Tabac"" en 1950",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24888,variable,LABA02,"Photo de Lauren Bacall dans le film ""Le Grand Sommeil"" en 1946",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24906,variable,LABA05,"Photo de Lauren Bacall et Humphrey Bogart dans le film "" Key Largo"" en 1948",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24925,variable,LABA06,Photo noir et blanc de Lauren Bacall,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24944,variable,LABA07,Photo noir et blanc de Lauren Bacall - Portrait,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24963,variable,BRFER100,"Photo de Fernandel en train de peindre lors du film ""Casimir"" en 1950",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
24982,variable,BRECRIV100,"Photo de Hergé, créateur de Tintin en 1979",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
25001,variable,BRECRIV101,"Photo de Colette, l'écrivaine en 1949",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
25020,variable,BRSTYL100,Photo du couturier Yves Saint Laurent dessinant sur un tableau en 1957,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
25045,variable,LABA08,Photo noir et blanc - Portrait de Lauren Bacall,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
25064,variable,LABA09,Photo noir et blanc de Lauren Bacall fumant une cigarette,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
25083,variable,LABA10,"Photo noir et blanc de Lauren Bacall dans le film ""Les Passagers de la Nuit"" en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
