ID,Type,UGS,Nom,Parent,Poids (g),Tarif régulier,Nom de l’attribut 1,Valeur(s) de l’attribut 1,Attribut 1 visible,Attribut 1 global,Attribut 1 par défaut,Nom de l’attribut 2,Valeur(s) de l’attribut 2,Attribut 2 visible,Attribut 2 global,Attribut 2 par défaut,Nom de l’attribut 3,Valeur(s) de l’attribut 3,Attribut 3 visible,Attribut 3 global,Attribut 3 par défaut
8955,variable,CLFR04,Photo de Claude François en 1965,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
8974,variable,CLFR05,Photo de Claude François en 1965,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
8993,variable,RSTON01,Photo de Mick Jagger des Rolling Stones en 1976,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9012,variable,RSTON02,Photo de Mick Jagger des Rolling Stones en 1982,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9031,variable,RSTON03,Photo de Mick Jagger et Bill Wyman des Rolling Stones en 1982,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9050,variable,RSTON04,Photo de Mick Jagger des Rolling Stones en 1982,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9240,variable,NKC01,Photo de Nat King Cole en 1947,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9259,variable,NKC02,Photo de Nat King Cole sur un vélo en 1947,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9279,variable,NKC03,Photo de Nat King Cole en 1947,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9298,variable,NKC04,"Photo de Nat King Cole, Freddie Moore et Wesley Prince en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9317,variable,NKC05,"Photo de Nat King Cole, Freddie Moore et Wesley Prince en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9336,variable,NKC10,Photo de Nat King Cole en 1946,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9355,variable,NKC12,Photo des mains Nat King Cole sur un piano en 1946,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9375,variable,NKC06,"Photo de Nat King Cole, Freddie Moore et Wesley Prince en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9394,variable,NKC07,"Photo de Nat King Cole, Freddie Moore et Wesley Prince en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9413,variable,NKC08,"Photo de Nat King Cole, Freddie Moore et Wesley Prince en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9662,variable,FRSI01,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9681,variable,FRSI02,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9700,variable,FRSI03,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9719,variable,FRSI04,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9738,variable,FRSI05,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9757,variable,FRSI06,Photo de Franck Sinatra en 1947 au Liederkrantz Hall à New York,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
9776,variable,BAST01,Photo de Barbra Streisand en 1962,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
10523,variable,DBOW01,Photo de David Bowie,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15289,variable,MOD09,Photo de mode dans les années 1950,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15308,variable,ANI48,"Photo d'un cheval, de sa cavalière et de son chat en 1923",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15330,variable,JLE01,Photo de John Lennon et Yoko Ono à Amsterdam en 1969,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15349,variable,JLE02,Photo de John Lennon et Yoko Ono à Amsterdam en 1969,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15368,variable,JLE03,Photo de John Lennon et Yoko Ono à Amsterdam en 1969,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15387,variable,BDM08,Photo d'enfants au bord de la mer en Floride en 1900,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15406,variable,BDM09,Photo de baigneuses sorties de l'eau en 1923,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15425,variable,BDM03,Photo des joies et de l'élégance sur la plage en 1904,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15444,variable,BDM04,Photo de baigneurs sur une plage de Palm Beach en 1904,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15463,variable,BDM05,Photo de baigneurs sur une plage de Palm Beach en 1900,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15482,variable,BDM06,Photo de baigneurs sur une plage de Californie en 1920,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15501,variable,BDM07,Photo de baigneuses en 1921,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15539,variable,BAT31,Photo du lancement du bateau Str. Franck J. Hecker en 1905,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15558,variable,MOD10,Photo d'un mannequin au bord d'un bateau par Toni Frissell en 1946,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15577,variable,BAT32,Photo d'un bateau pendant sa construction en 1909,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15596,variable,SDV30,Photo d'une pyramide humaine en équilibre sur des bateaux en 1900,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15626,variable,AUTO61,Photo de voitures Bugatti pendant le Grand Prix d'Espagne en 1926,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15645,variable,AUTO62,Photo d'une femme au volant de sa voiture en 1921,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15664,variable,AUTO63,Photo de femmes qui posent sur une voiture en 1918,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15683,variable,AUTO64,"Photo de Johan Newton Cuneo, pilote de course automobile en 1915",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15702,variable,AUTO65,Photo de l'artiste Mary Bay  au volant d'une voiture miniature en 1929,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15721,variable,AUTO66,Photo de la voiture de la ligue des femmes au foyer à New-York en 1917,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15740,variable,SP23,Photo de l'entrainement d'une jeune femme à la boxe française en 1921,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15759,variable,SP20,Photo d'un joueur de Baseball de l'équipe de Chicago en 1913,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15778,variable,SP21,Photo d'une internationale d'athlétisme en 1955,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15797,variable,SP22,Photo de l'entrainement des joueurs de l'AJAX en 1962,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15816,variable,NYC01,Photo du pont de Williamsburg à New-York en 1903,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15836,variable,PECE01,Photo d'Harry Houdini préparant une illusion à New-York en 1912,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15859,variable,MOD11,"Photo d'une femme en vue sous-marine, portant une longue robe, flottant dans l'eau en 1947",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15879,variable,MOD13,"Photo d'un mannequin dans un aquarium, photo de Toni Frissel de 1939",,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15898,variable,SDV31,Photo de jeunes femmes après la cueillette des pommes en 1927,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15917,variable,PEC07,Photo d'une journée de pêche à Palm Beach en Floride en 1894,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15937,variable,AVI13,Photo du vol d’essai du bombardier B-17 à Seattle en 1942,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15956,variable,BDM10,Photo de la mise à l'eau d'un bateau en 1930,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15975,variable,TRA01,Photo d'un train à vapeur en 1949,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
15994,variable,AUTO67,Photo d'une course de caisses à savon en 1950,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16014,variable,AUTO68,Photo d'un homme changeant une roue crevée en 1932,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16033,variable,AUTO69,Photo d'un pilote de course dans sa Chrysler Cabriolet en 1932,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16052,variable,JOCA01,Photo de Johnny Cash en concert en 1977,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16071,variable,JOCA02,Photo de Johnny Cash en 1977,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16091,variable,ANI49,Photo d'un âne et de sa cavalière sur une plage d'Atlantic City en 1904,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16110,variable,ANI50,Photo d'une balade à dos d'âne sur une plage d'Atlantic City en 1904,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16129,variable,ANI51,Photo d'une balade à dos d'âne sur une plage en 1900,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16148,variable,ANI52,Photo d'un photographe photographiant un couple sur un âne et une chèvre sur la plage en 1903,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16167,variable,ANI53,Photo d'un clown s’entraînant avec son cheval en 1940,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16186,variable,ANI54,Photo d'un clown s’entraînant avec son mulet en 1940,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
16205,variable,ANI55,Photo d'une jeune femme sur son cheval en 1909,,,,Dimensions,"24x30 cm, 30x40 cm, 40x50 cm, 50x70 cm, 60x80 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
